,image_paths
229,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_229.jpg
230,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_230.jpg
231,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_231.jpg
232,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_232.jpg
233,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_233.jpg
234,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_234.jpg
235,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_235.jpg
236,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_236.jpg
237,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_237.jpg
238,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_238.jpg
239,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_239.jpg
240,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_240.jpg
241,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_241.jpg
242,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_242.jpg
243,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_243.jpg
244,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_244.jpg
245,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_245.jpg
246,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_246.jpg
247,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_247.jpg
248,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_248.jpg
249,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_249.jpg
250,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_250.jpg
251,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_251.jpg
252,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_252.jpg
253,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_253.jpg
254,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_254.jpg
255,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_255.jpg
256,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_256.jpg
257,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_257.jpg
258,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_258.jpg
259,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_259.jpg
260,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_260.jpg
261,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_261.jpg
262,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_262.jpg
263,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_263.jpg
264,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_264.jpg
265,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_265.jpg
266,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_266.jpg
267,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_267.jpg
268,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_268.jpg
269,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_269.jpg
270,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_270.jpg
271,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_271.jpg
272,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_272.jpg
273,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_273.jpg
274,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_274.jpg
275,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_275.jpg
276,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_276.jpg
277,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_277.jpg
278,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_278.jpg
279,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_279.jpg
280,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_280.jpg
281,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_281.jpg
282,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_282.jpg
283,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_283.jpg
284,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_284.jpg
285,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_285.jpg
286,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_286.jpg
287,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_287.jpg
288,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_288.jpg
289,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_289.jpg
290,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_290.jpg
291,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_291.jpg
292,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_292.jpg
293,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_293.jpg
294,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_294.jpg
295,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_295.jpg
296,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_296.jpg
297,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_297.jpg
298,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_298.jpg
299,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_299.jpg
300,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_300.jpg
301,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_301.jpg
302,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_302.jpg
303,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_303.jpg
304,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_304.jpg
305,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_305.jpg
306,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_306.jpg
307,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_307.jpg
308,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_308.jpg
309,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_309.jpg
310,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_310.jpg
311,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_311.jpg
312,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_312.jpg
313,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_313.jpg
314,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_314.jpg
315,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_315.jpg
316,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_316.jpg
317,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_317.jpg
318,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_318.jpg
319,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_319.jpg
320,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_320.jpg
321,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_321.jpg
322,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_322.jpg
323,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_323.jpg
324,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_324.jpg
325,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_325.jpg
326,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_326.jpg
327,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_327.jpg
328,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_328.jpg
329,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_329.jpg
330,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_330.jpg
331,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_331.jpg
332,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_332.jpg
333,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_333.jpg
334,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_334.jpg
335,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_335.jpg
336,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_336.jpg
337,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_337.jpg
338,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_338.jpg
339,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_339.jpg
340,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_340.jpg
341,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_341.jpg
342,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_342.jpg
343,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_343.jpg
344,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_344.jpg
345,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_345.jpg
346,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_346.jpg
347,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_347.jpg
348,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_348.jpg
349,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_349.jpg
350,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_350.jpg
351,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_351.jpg
352,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_352.jpg
353,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_353.jpg
354,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_354.jpg
355,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_355.jpg
356,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_356.jpg
357,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_357.jpg
358,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_358.jpg
359,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_359.jpg
360,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_360.jpg
361,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_361.jpg
362,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_362.jpg
363,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_363.jpg
364,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_364.jpg
